artist_names,track_name,peak_streams,total_streams,max_peak_rank,min_peak_rank,max_days_on_chart,best_day_streams,first_appearance,uri,source,count,best_day_date,duration_ms,explicit,is_local,popularity,track_number,release_date,album_total_tracks,album_name,spotify_uri,relase-chart_days,chart-best_days,release-best_days,relase-chart_days_bins,is_colab,artist_count
John Legend,Love Me Now,1478630,87878043,43,30,88,1478630,2017-01-01,spotify:track:6nxQdXa1uAL0rY72wPZu89,Columbia,88,2017-01-25,210293,False,False,60,5,2016-12-02,12,DARKNESS AND LIGHT,spotify:track:6nxQdXa1uAL0rY72wPZu89,30,24,54,4+ weeks,False,1
Mac DeMarco,Heart To Heart,1378163,87868271,196,89,78,1378163,2023-01-09,spotify:track:7EAMXbLcL0qXmciM5SwMh2,Mac’s Record Label,78,2023-01-23,211140,False,False,82,8,2019-05-10,13,Here Comes The Cowboy,spotify:track:7EAMXbLcL0qXmciM5SwMh2,1340,14,1354,4+ weeks,False,1
Rich The Kid,Splashin,1063139,87723900,171,85,108,1063139,2018-12-17,spotify:track:79OEIr4J4FHV0O3KrhaXRb,Interscope Records,108,2019-03-22,177806,True,False,0,1,2018-12-04,1,Splashin,spotify:track:79OEIr4J4FHV0O3KrhaXRb,13,95,108,1-2 weeks,False,1
"Anuel AA, Zion",Hipócrita,833064,87420006,189,111,128,833064,2018-07-24,spotify:track:6XBjCetHKdO5L9cwMDVffw,"2018 Real Hasta La Muerte, Inc.",128,2018-10-05,192000,False,False,0,3,2018-07-17,12,Real Hasta la Muerte,spotify:track:6XBjCetHKdO5L9cwMDVffw,7,73,80,<1 week,True,2
Bruno Mars,Versace on the Floor,734003,87332759,113,79,150,734003,2017-01-01,spotify:track:0kN8xEmgMW9mh7UmDYHlJP,Atlantic Records,150,2017-02-14,261240,False,False,78,5,2016-11-17,9,24K Magic,spotify:track:0kN8xEmgMW9mh7UmDYHlJP,45,44,89,4+ weeks,False,1
Lil Pump,Esskeetit,1624504,87327963,70,40,107,1624504,2018-04-13,spotify:track:44KKhCyI0BGS6LvVyDqJtH,Warner Records,107,2018-04-20,181714,True,False,51,1,2018-04-13,1,Esskeetit,spotify:track:44KKhCyI0BGS6LvVyDqJtH,0,7,7,0 days,False,1
"Oscar Maydon, Gabito Ballesteros, Chino Pacas",Elvira,1594179,87102339,195,110,66,1594179,2024-03-10,spotify:track:1xgWArLVFD1AKsLzftZYc2,Rancho Humilde,66,2024-06-08,196832,True,False,76,8,2023-12-22,17,DISTORSIÓN,spotify:track:1xgWArLVFD1AKsLzftZYc2,79,90,169,4+ weeks,True,3
Khalid,My Bad,2676926,86880889,26,16,66,2676926,2019-03-08,spotify:track:1DUSuNhF8P5vUGNPpQiZa5,"Right Hand Music Group, LLC/RCA Records",66,2019-04-05,166101,False,False,48,1,2019-03-07,1,My Bad,spotify:track:1DUSuNhF8P5vUGNPpQiZa5,1,28,29,<1 week,False,1
"Eslabon Armado, DannyLux",Jugaste y Sufrí,1101494,86823058,185,87,94,1101494,2021-09-05,spotify:track:3NqBxTOMCJ3zW9CIP51td4,DEL Records,94,2021-10-22,275194,False,False,75,9,2020-12-18,24,Corta Venas,spotify:track:3NqBxTOMCJ3zW9CIP51td4,261,47,308,4+ weeks,True,2
Natanael Cano,Mi Bello Angel,3045037,86693204,19,19,71,3045037,2023-06-30,spotify:track:1oWkcc7hQdVYPQMyQ6AFov,WEA Latina,71,2023-06-30,188666,True,False,2,10,2023-06-30,16,Nata Montana,spotify:track:1oWkcc7hQdVYPQMyQ6AFov,0,0,0,0 days,False,1
Kanye West,Follow God,5650078,86650523,4,3,42,5650078,2019-10-25,spotify:track:2QpGZOhTCHHiKmpSO9FW4h,Getting Out Our Dreams II / Def Jam Recordings,42,2019-10-26,104591,False,False,73,3,2019-10-25,11,JESUS IS KING,spotify:track:2QpGZOhTCHHiKmpSO9FW4h,0,1,1,0 days,False,1
"V, Park Hyo Shin",Winter Ahead (with PARK HYO SHIN),4219748,86633099,15,15,33,4219748,2024-11-29,spotify:track:7G7mSV4BebkoHWwKTDvXu9,BIGHIT MUSIC,33,2024-11-29,234895,False,False,83,1,2024-11-29,1,Winter Ahead (with PARK HYO SHIN),spotify:track:7G7mSV4BebkoHWwKTDvXu9,0,0,0,0 days,True,2
"Feid, Sean Paul",Niña Bonita,1851839,86508436,109,59,65,1851839,2023-04-21,spotify:track:3Gs7mVfWKl567mjozgxmXv,UMLE - Latino,65,2023-05-12,187653,False,False,62,1,2023-04-21,1,Niña Bonita,spotify:track:3Gs7mVfWKl567mjozgxmXv,0,21,21,0 days,True,2
Jimin,Like Crazy (English Version),6634838,86402224,2,2,47,6634838,2023-03-24,spotify:track:0u8rZGtXJrLtiSe34FPjGG,BIGHIT MUSIC,47,2023-03-24,212253,False,False,64,6,2023-03-24,6,FACE,spotify:track:0u8rZGtXJrLtiSe34FPjGG,0,0,0,0 days,False,1
Drake,Massive,4222964,86401904,15,15,57,4222964,2022-06-17,spotify:track:0oiv4E896TUTTeQU0cmIui,OVO,57,2022-06-17,336924,False,False,65,8,2022-06-16,14,"Honestly, Nevermind",spotify:track:0oiv4E896TUTTeQU0cmIui,1,0,1,<1 week,False,1
Billie Eilish,THE GREATEST,6230104,85921052,16,16,36,6230104,2024-05-17,spotify:track:6TGd66r0nlPaYm3KIoI7ET,Darkroom/Interscope Records,36,2024-05-17,293840,False,False,84,6,2024-05-17,10,HIT ME HARD AND SOFT,spotify:track:6TGd66r0nlPaYm3KIoI7ET,0,0,0,0 days,False,1
"Luude, Colin Hay",Down Under - feat. Colin Hay,1300978,85883107,138,66,88,1300978,2022-01-14,spotify:track:7AVyve7cFYTd51ha5i9kE2,Kontor Records,88,2022-02-04,158774,False,False,63,1,2021-11-19,1,Down Under (feat. Colin Hay),spotify:track:7AVyve7cFYTd51ha5i9kE2,56,21,77,4+ weeks,True,2
"Justin Bieber, Post Malone, Clever",Forever (feat. Post Malone & Clever),3962001,85792964,12,12,56,3962001,2020-02-14,spotify:track:2ZlCGeK30BLRNSPC832pNZ,RBMG/Def Jam,56,2020-02-14,219933,False,False,65,7,2020-02-14,17,Changes,spotify:track:2ZlCGeK30BLRNSPC832pNZ,0,0,0,0 days,True,3
Nicki Minaj,FTCU,2053200,85705356,98,56,54,2053200,2023-12-08,spotify:track:1a73gcEg6h6Re6hHXoVltJ,Republic Records,54,2023-12-22,172137,True,False,71,3,2023-12-08,22,Pink Friday 2,spotify:track:1a73gcEg6h6Re6hHXoVltJ,0,14,14,0 days,False,1
Manuel Turizo,Esperándote,862520,85602918,188,98,119,862520,2018-01-20,spotify:track:1nfyE13arjOuO54HH0zmqj,Sony Music Latin/La Industria,119,2018-03-03,199813,False,False,54,1,2017-12-07,1,Esperándote,spotify:track:1nfyE13arjOuO54HH0zmqj,44,42,86,4+ weeks,False,1
Taylor Swift,Sweet Nothing,9211064,85560617,12,12,36,9211064,2022-10-21,spotify:track:0wavGRldH0AWyu2zvTz8zb,Taylor Swift,36,2022-10-21,188496,False,False,67,12,2022-10-21,13,Midnights,spotify:track:0wavGRldH0AWyu2zvTz8zb,0,0,0,0 days,False,1
"Tito Double P, Grupo Frontera",AY MAMÁ,1661513,85506061,193,93,59,1661513,2024-10-08,spotify:track:2lAUq68F2bt7Kc218n9FPp,2024 Double P Records,59,2024-10-19,163031,True,False,84,9,2024-08-22,21,INCÓMODO,spotify:track:2lAUq68F2bt7Kc218n9FPp,47,11,58,4+ weeks,True,2
"Grupo Marca Registrada, Junior H",El Rescate,1103099,85451698,183,108,91,1103099,2022-07-23,spotify:track:4w273WCBXwM4P3jTX5HkB2,RB Music,91,2022-07-30,160897,False,False,68,1,2022-07-22,1,El Rescate,spotify:track:4w273WCBXwM4P3jTX5HkB2,1,7,8,<1 week,True,2
Ed Sheeran,New Man,3269103,85359155,13,11,74,3269103,2017-03-03,spotify:track:5HDPtsnyb3maFmPL8LLUTG,Atlantic Records UK,74,2017-03-03,189280,False,False,60,8,2017-03-03,16,÷ (Deluxe),spotify:track:5HDPtsnyb3maFmPL8LLUTG,0,0,0,0 days,False,1
"Ozuna, J Balvin",Quiero Repetir,970850,85338021,199,79,117,970850,2017-12-26,spotify:track:0MIcPSq9n2z5H8TAfEstri,VP Records Corp/Dimelo Vi,117,2018-02-03,200986,False,False,65,8,2017-08-25,16,Odisea,spotify:track:0MIcPSq9n2z5H8TAfEstri,123,39,162,4+ weeks,True,2
Maria Becerra,CORAZÓN VACÍO,1697148,85226043,189,76,63,1697148,2023-06-25,spotify:track:3oNnzH6hmqIGIhJ1NcHlrh,WEA Latina,63,2023-07-14,160535,False,False,72,1,2023-06-22,1,CORAZÓN VACÍO,spotify:track:3oNnzH6hmqIGIhJ1NcHlrh,3,19,22,<1 week,False,1
"Peso Pluma, Tito Double P, Joel De La P",LA PEOPLE II,2457015,85109682,46,31,46,2457015,2024-03-22,spotify:track:7EWtB4NKYY3NqBl31PVip9,Double P Records,46,2024-03-22,141064,True,False,67,1,2024-03-21,1,LA PEOPLE II,spotify:track:7EWtB4NKYY3NqBl31PVip9,1,0,1,<1 week,True,3
Post Malone,Rich & Sad,4869234,84921986,6,6,64,4869234,2018-04-27,spotify:track:2VdT56BGpdqNHUgOe1j5vc,Republic Records,64,2018-04-27,206453,True,False,63,3,2018-04-27,18,beerbongs & bentleys,spotify:track:2VdT56BGpdqNHUgOe1j5vc,0,0,0,0 days,False,1
Ryan Castro,Mujeriego,1161721,84909848,175,88,90,1161721,2022-01-27,spotify:track:78kygHp1dvW1kncYjBgbe1,Sony Music Entertainment,90,2022-02-11,142500,False,False,66,1,2021-12-17,1,Mujeriego,spotify:track:78kygHp1dvW1kncYjBgbe1,41,15,56,4+ weeks,False,1
"MC Kevin o Chris, Dj Nk Da Serra, Mc Magrinho",Faz um Vuk Vuk (Teto Espelhado),1980704,84890415,194,47,58,1980704,2023-07-31,spotify:track:64CovjRwInpOJW4PiGMprY,MC Kevin o Chris,58,2023-08-12,138461,True,False,69,1,2023-07-20,1,Faz um Vuk Vuk (Teto Espelhado),spotify:track:64CovjRwInpOJW4PiGMprY,11,12,23,1-2 weeks,True,3
"C. Tangana, Niño de Elche, La Húngara",Tú Me Dejaste De Querer,1895996,84806716,31,31,86,1895996,2020-11-06,spotify:track:0XinBYhf1X3kdvKQHOX971,Sony Music Entertainment,86,2020-11-06,198499,False,False,55,1,2020-11-05,1,Tú Me Dejaste De Querer,spotify:track:0XinBYhf1X3kdvKQHOX971,1,0,1,<1 week,True,3
Dominic Fike,Babydoll,1573420,84735126,195,132,65,1573420,2024-03-26,spotify:track:7yNf9YjeO5JXUE3JEBgnYc,Columbia,65,2024-05-10,97960,False,False,80,3,2018-10-16,8,"Don't Forget About Me, Demos",spotify:track:7yNf9YjeO5JXUE3JEBgnYc,1988,45,2033,4+ weeks,False,1
The Chainsmokers,The One,2491593,84683654,127,16,78,2491593,2017-03-28,spotify:track:0wfbD5rAksdXUzRvMfM3x5,Disruptor Records/Columbia,78,2017-04-07,177573,True,False,54,1,2017-03-28,12,Memories...Do Not Open,spotify:track:0wfbD5rAksdXUzRvMfM3x5,0,10,10,0 days,False,1
"Quality Control, Lil Baby, DaBaby",Baby (Lil Baby feat. DaBaby),1099031,84639925,72,63,126,1099031,2019-08-16,spotify:track:5MPPttjfGap2C6j6eKcO6J,Quality Control Music/Motown Records,98,2019-08-16,142417,True,False,76,3,2019-08-16,36,Quality Control: Control The Streets Volume 2,spotify:track:5MPPttjfGap2C6j6eKcO6J,0,0,0,0 days,True,3
IVE,After LIKE,2134229,84466710,49,23,65,2134229,2022-08-22,spotify:track:2gYj9lubBorOPIVWsTXugG,Starship Entertainment,65,2022-08-23,176973,False,False,71,1,2022-08-22,2,After LIKE,spotify:track:2gYj9lubBorOPIVWsTXugG,0,1,1,0 days,False,1
Foster The People,Pumped Up Kicks,1448440,84315648,125,96,71,1448440,2017-01-01,spotify:track:7w87IxuO7BDcJ3YUqCyMTT,Columbia,71,2024-04-05,239600,False,False,84,2,2011-05-23,10,Torches,spotify:track:7w87IxuO7BDcJ3YUqCyMTT,2050,2651,4701,4+ weeks,False,1
Jessica Darrow,"Surface Pressure - From ""Encanto""/Soundtrack Version",2029479,84275586,23,23,96,2029479,2022-01-27,spotify:track:6K5ph5mq1qprHae3TrgTj5,UME - Global Clearing House,65,2022-01-28,202226,False,False,58,1,2022-01-27,22,"Surface Pressure (From ""Encanto"")",spotify:track:6K5ph5mq1qprHae3TrgTj5,0,1,1,0 days,False,1
Kaliii,Area Codes,1698493,84143622,162,78,58,1698493,2023-05-10,spotify:track:7sliFe6W30tPBPh6dvZsIH,Atlantic Records,58,2023-06-02,139325,True,False,70,1,2023-03-17,1,Area Codes,spotify:track:7sliFe6W30tPBPh6dvZsIH,54,23,77,4+ weeks,False,1
"James Arthur, Anne-Marie",Rewrite The Stars (with James Arthur & Anne-Marie),1112604,84002608,131,65,92,1112604,2018-11-16,spotify:track:6mQLN3zRtAp6ovjusyYKrV,Atlantic Records,92,2019-01-16,218293,False,False,79,1,2018-10-25,1,Rewrite The Stars (with James Arthur & Anne-Marie),spotify:track:6mQLN3zRtAp6ovjusyYKrV,22,61,83,3-4 weeks,True,2
"Juice WRLD, Lil Uzi Vert",Wasted (feat. Lil Uzi Vert),1099827,83995836,131,66,105,1099827,2018-07-11,spotify:track:3obgSF06ki98lYNLNq5vCB,Juice WRLD Mixtape / ISR P&D,105,2019-12-09,258475,True,False,0,5,2018-05-23,16,Goodbye & Good Riddance,spotify:track:3obgSF06ki98lYNLNq5vCB,49,516,565,4+ weeks,True,2
Morgan Wallen,Lies Lies Lies,2635282,83446910,40,36,48,2635282,2024-07-05,spotify:track:7Fzl7QaTu47WyP9R5S5mh5,Big Loud Records / Mercury Records / Republic Records,48,2024-07-12,198068,False,False,80,1,2024-07-05,1,Lies Lies Lies,spotify:track:7Fzl7QaTu47WyP9R5S5mh5,0,7,7,0 days,False,1
"Kygo, Zara Larsson, Tyga",Like It Is,1720649,83444561,45,43,87,1720649,2020-03-27,spotify:track:3frUvGrmGcay91lvFbOgsN,Kygo,87,2020-03-27,183067,False,False,54,1,2020-03-27,1,Like It Is,spotify:track:3frUvGrmGcay91lvFbOgsN,0,0,0,0 days,True,3
AUR,Tu hai kahan,1868198,83301904,193,51,60,1868198,2023-10-11,spotify:track:4VhqKzBeAlhTjLYZr0oJx8,Sony Music Entertainment,60,2023-11-11,263184,False,False,0,1,2023-06-10,1,Tu hai kahan,spotify:track:4VhqKzBeAlhTjLYZr0oJx8,123,31,154,4+ weeks,False,1
"S1mba, DTG",Rover (feat. DTG),1154150,83088779,189,69,93,1154150,2020-05-14,spotify:track:4slSrbTK1sNK4I1mDYEthf,Parlophone UK,93,2020-06-26,167916,True,False,66,1,2020-03-04,1,Rover (feat. DTG),spotify:track:4slSrbTK1sNK4I1mDYEthf,71,43,114,4+ weeks,True,2
"ZAYN, Zhavia","A Whole New World (End Title) - From ""Aladdin""",1594550,83040132,98,40,86,1594550,2019-05-10,spotify:track:1iWHabUgUuuKLBa0TzTHfk,Walt Disney Records,86,2019-05-30,242956,False,False,63,1,2019-05-09,1,"A Whole New World (End Title) [From ""Aladdin""]",spotify:track:1iWHabUgUuuKLBa0TzTHfk,1,20,21,<1 week,True,2
Jess Glynne,I'll Be There,1186643,82990656,130,54,103,1186643,2018-05-04,spotify:track:083Qf6hn6sFL6xiOHlZUyn,Atlantic Records UK,103,2018-06-13,193923,False,False,58,1,2018-05-03,1,I'll Be There,spotify:track:083Qf6hn6sFL6xiOHlZUyn,1,40,41,<1 week,False,1
Ariana Grande,needy,5821541,82989855,3,3,56,5821541,2019-02-08,spotify:track:1TEL6MlSSVLSdhOSddidlJ,Republic Records,56,2019-02-08,171573,True,False,70,2,2019-02-08,12,"thank u, next",spotify:track:1TEL6MlSSVLSdhOSddidlJ,0,0,0,0 days,False,1
Cardi B,Be Careful,1941609,82967440,100,25,80,1941609,2018-03-30,spotify:track:6J3YPOejivwLSjM2dru5Ad,Atlantic/KSR,80,2018-04-13,210674,True,False,36,1,2018-03-30,1,Be Careful,spotify:track:6J3YPOejivwLSjM2dru5Ad,0,14,14,0 days,False,1
Ariana Grande,NASA,5606877,82943355,5,5,56,5606877,2019-02-08,spotify:track:4SPu0Ql902hTVXkBoNIYtq,Republic Records,56,2019-02-08,182000,False,False,52,3,2018-02-07,12,"thank u, next",spotify:track:4SPu0Ql902hTVXkBoNIYtq,366,0,366,4+ weeks,False,1
Olivia Rodrigo,obsessed,4557468,82895156,13,13,42,4557468,2024-03-22,spotify:track:6tNgRQ0K2NYZ0Rb9l9DzL8,Olivia Rodrigo PS,42,2024-03-22,170541,True,False,77,13,2024-03-22,17,GUTS (spilled),spotify:track:6tNgRQ0K2NYZ0Rb9l9DzL8,0,0,0,0 days,False,1
"Kendrick Lamar, Blxst, Amanda Reifer",Die Hard,7616311,82837494,4,4,50,7616311,2022-05-13,spotify:track:6gI9b2VsoWhjhIuIeToDVs,pgLang/Top Dawg Entertainment/Aftermath/Interscope Records,50,2022-05-13,239026,True,False,2,4,2022-05-13,18,Mr. Morale & The Big Steppers,spotify:track:6gI9b2VsoWhjhIuIeToDVs,0,0,0,0 days,True,3
NAYEON,POP!,1400159,82819945,68,62,79,1400159,2022-06-24,spotify:track:3lOMJTQTd6J34faYwASc33,Republic Records – NAYEON (TWICE),79,2022-06-24,168106,False,False,71,1,2022-06-24,7,IM NAYEON,spotify:track:3lOMJTQTd6J34faYwASc33,0,0,0,0 days,False,1
Harry Styles,Satellite,5833176,82791889,11,11,52,5833176,2022-05-20,spotify:track:0rzaRSujxA0bKyjJl6vHYq,Columbia,52,2022-05-20,218577,False,False,73,11,2022-05-20,13,Harry's House,spotify:track:0rzaRSujxA0bKyjJl6vHYq,0,0,0,0 days,False,1
Gracie Abrams,Close To You,2618329,82790233,41,41,53,2618329,2024-06-07,spotify:track:5MPi9e7z46wopyad10R6qx,"Gracie Abrams, under exclusive license to Interscope Records",53,2024-06-07,225973,False,False,4,1,2024-06-07,1,Close To You,spotify:track:5MPi9e7z46wopyad10R6qx,0,0,0,0 days,False,1
Mother Mother,Hayloft,902208,82761226,172,112,101,902208,2020-12-27,spotify:track:2kS6td1yvmpNgZTt1q5pQq,Last Gang,101,2021-03-05,181680,False,False,7,8,2008-09-23,12,O My Heart,spotify:track:2kS6td1yvmpNgZTt1q5pQq,4478,68,4546,4+ weeks,False,1
The Weeknd,Party Monster,1019553,82755055,54,53,117,1019553,2017-01-01,spotify:track:4F7A0DXBrmUAkp32uenhZt,Universal Republic Records,117,2017-01-13,249213,True,False,78,2,2016-11-25,18,Starboy,spotify:track:4F7A0DXBrmUAkp32uenhZt,37,12,49,4+ weeks,False,1
Ed Sheeran,Overpass Graffiti,3780187,82634373,10,10,61,3780187,2021-10-29,spotify:track:4btFHqumCO31GksfuBLLv3,Atlantic Records UK,61,2021-10-29,236906,False,False,66,5,2021-10-25,14,=,spotify:track:4btFHqumCO31GksfuBLLv3,4,0,4,<1 week,False,1
"Lorde, Khalid, Post Malone, SZA","Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",1219069,82345542,57,52,90,1219069,2017-09-15,spotify:track:7rdUtXasA973gmrr2Xxh3E,Universal Music New Zealand Limited,90,2017-10-18,214254,True,False,66,1,2017-09-14,1,"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) [REMIX]",spotify:track:7rdUtXasA973gmrr2Xxh3E,1,33,34,<1 week,True,4
"Lil Wayne, Wiz Khalifa, Imagine Dragons, X Ambassadors, Logic, Ty Dolla $ign","Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",740485,82334201,78,71,153,740485,2017-01-01,spotify:track:4dASQiO1Eoo3RJvt74FtXB,Atlantic Records,153,2017-01-13,243490,True,False,74,1,2016-06-24,1,Sucker for Pain (with Logic & Ty Dolla $ign feat. X Ambassadors),spotify:track:4dASQiO1Eoo3RJvt74FtXB,191,12,203,4+ weeks,True,4
"Rauw Alejandro, Chencho Corleone",El Efecto,912285,82322791,197,91,109,912285,2020-05-06,spotify:track:4SJHHpKhcuXwDsCsPqshXj,"Duars Entertainment, Corp.",109,2020-06-06,217142,False,False,78,1,2019-03-15,1,El Efecto,spotify:track:4SJHHpKhcuXwDsCsPqshXj,418,31,449,4+ weeks,True,2
Dave,Starlight,1569494,82300930,75,42,69,1569494,2022-03-04,spotify:track:531KGXtBroSrOX9LVmiIgc,Dave / Neighbourhood Recordings,69,2022-03-25,211935,True,False,72,1,2022-03-03,1,Starlight,spotify:track:531KGXtBroSrOX9LVmiIgc,1,21,22,<1 week,False,1
Taylor Swift,The Alchemy,10637831,82275420,15,15,31,10637831,2024-04-19,spotify:track:1dhMTsEZz6ZEquGvmzVoHn,Taylor Swift,31,2024-04-19,196900,False,False,68,15,2024-04-18,16,THE TORTURED POETS DEPARTMENT,spotify:track:1dhMTsEZz6ZEquGvmzVoHn,1,0,1,<1 week,False,1
Laufey,Winter Wonderland - Spotify Singles Holiday,6912896,82228575,197,23,39,6912896,2023-12-03,spotify:track:1LmkdWSxjCV7wKTPsCvYWN,Laufey,39,2024-12-25,132800,False,False,66,1,2023-11-14,1,Spotify Singles Holiday,spotify:track:1LmkdWSxjCV7wKTPsCvYWN,19,388,407,2-3 weeks,False,1
"Alan Walker, Au/Ra, Tomine Harket",Darkside,1054760,82163931,106,63,97,1054760,2018-07-27,spotify:track:1snWlbcbgQpJfknoI30DWG,Kreatell Music,97,2018-08-07,211866,False,False,58,1,2018-07-27,1,Darkside,spotify:track:1snWlbcbgQpJfknoI30DWG,0,11,11,0 days,True,3
Demi Lovato,Tell Me You Love Me,1078878,82101869,67,65,109,1078878,2017-08-25,spotify:track:65MOTX6uSFAnqXl7dlAuId,Island Records,109,2017-08-25,236986,False,False,0,1,2017-08-24,1,Tell Me You Love Me,spotify:track:65MOTX6uSFAnqXl7dlAuId,1,0,1,<1 week,False,1
"Rich The Kid, Kendrick Lamar",New Freezer (feat. Kendrick Lamar),911488,82074039,189,81,125,911488,2017-10-05,spotify:track:4pYZLpX23Vx8rwDpJCpPTA,Rich The Kid / (TDE/ISR PS),125,2018-03-09,193173,True,False,0,1,2017-09-25,1,New Freezer (feat. Kendrick Lamar),spotify:track:4pYZLpX23Vx8rwDpJCpPTA,10,155,165,1-2 weeks,True,2
"Peso Pluma, Tito Double P",LA PEOPLE,1653542,82041259,199,88,62,1653542,2023-11-12,spotify:track:1RzjXhgnzqb3dMa5852itx,Double P Records,62,2023-12-16,153031,True,False,77,13,2023-06-29,17,GÉNESIS,spotify:track:1RzjXhgnzqb3dMa5852itx,136,34,170,4+ weeks,True,2
"Jesse & Joy, Gente De Zona",3 A.M.,745526,81995004,187,102,129,745526,2017-09-16,spotify:track:0yyZN5ASdrYu0XYWFzfxUu,WM Mexico,129,2017-11-17,183573,False,False,66,1,2017-08-18,1,3 A.M.,spotify:track:0yyZN5ASdrYu0XYWFzfxUu,29,62,91,4+ weeks,True,2
Miley Cyrus,Slide Away,1860476,81993232,29,29,66,1860476,2019-08-16,spotify:track:44ADyYoY5liaRa3EOAl4uf,RCA/Legacy,66,2019-08-16,233654,False,False,2,1,2019-08-16,1,Slide Away,spotify:track:44ADyYoY5liaRa3EOAl4uf,0,0,0,0 days,False,1
"Sevdaliza, Villano Antillano, Tokischa","Ride Or Die, Pt. 2 (with Villano Antillano & Tokischa)",3051561,81868723,151,28,50,3051561,2024-04-22,spotify:track:5oYVxFt2k4SkVp6wzVsFWN,Twisted Elegance,50,2024-04-25,158728,True,False,81,1,2024-04-18,2,"Ride Or Die, Pt. 2",spotify:track:5oYVxFt2k4SkVp6wzVsFWN,4,3,7,<1 week,True,3
Billie Eilish,SKINNY,7969974,81820465,7,7,32,7969974,2024-05-17,spotify:track:1CsMKhwEmNnmvHUuO5nryA,Darkroom/Interscope Records,32,2024-05-17,219733,False,False,80,1,2024-05-17,10,HIT ME HARD AND SOFT,spotify:track:1CsMKhwEmNnmvHUuO5nryA,0,0,0,0 days,False,1
"Doja Cat, Nicki Minaj",Say So (feat. Nicki Minaj),2099558,81738283,50,22,61,2099558,2020-05-01,spotify:track:11VApNQCWLJdzxWrlmwzUa,Kemosabe Records/RCA Records,61,2020-05-14,206220,True,False,56,1,2020-05-01,1,Say So (feat. Nicki Minaj),spotify:track:11VApNQCWLJdzxWrlmwzUa,0,13,13,0 days,True,2
Lewis Capaldi,Forget Me,1782486,81676000,46,46,69,1782486,2022-09-09,spotify:track:5uSFGgIfHMT3osrAd9n9ym,Vertigo Berlin,69,2022-09-09,203472,False,False,6,1,2022-09-09,1,Forget Me,spotify:track:5uSFGgIfHMT3osrAd9n9ym,0,0,0,0 days,False,1
Shubh,Cheques,1552667,81594221,165,73,63,1552667,2023-07-16,spotify:track:4eBvRhTJ2AcxCsbfTUjoRp,SHUBH,63,2023-08-19,183756,False,False,74,3,2023-05-19,7,Still Rollin,spotify:track:4eBvRhTJ2AcxCsbfTUjoRp,58,34,92,4+ weeks,False,1
"Justin Quiles, Daddy Yankee, El Alfa",PAM,865446,81552883,196,101,110,865446,2020-05-09,spotify:track:0eeKDrQxjqNl5bX5VCHDcn,WEA Latina,110,2020-07-04,201000,True,False,57,1,2020-05-01,1,PAM,spotify:track:0eeKDrQxjqNl5bX5VCHDcn,8,56,64,1-2 weeks,True,3
aespa,Whiplash,2501668,81480054,53,33,47,2501668,2024-10-21,spotify:track:7Cnpb1vBbC46RgVyyKLH7p,aespa,47,2024-10-23,183226,False,False,71,1,2024-10-21,6,Whiplash - The 5th Mini Album,spotify:track:7Cnpb1vBbC46RgVyyKLH7p,0,2,2,0 days,False,1
Shawn Mendes,When You're Gone,2715833,81476535,35,10,62,2715833,2022-03-31,spotify:track:0U1W2LZVUX7qTm7dDpqxh6,Shawn Mendes LP4-5 PS/ Island,62,2022-04-01,172266,False,False,68,1,2022-03-31,1,When You're Gone,spotify:track:0U1W2LZVUX7qTm7dDpqxh6,0,1,1,0 days,False,1
Migos,Narcos,2346234,81325353,15,15,73,2346234,2018-01-26,spotify:track:0wbnC9AUenxp613TYaJsGK,"Quality Control Music, LLC",73,2018-01-26,255378,True,False,66,3,2018-01-26,24,Culture II,spotify:track:0wbnC9AUenxp613TYaJsGK,0,0,0,0 days,False,1
ROSÉ,On The Ground,3262615,81180398,8,8,56,3262615,2021-03-12,spotify:track:2pn8dNVSpYnAtlKFC8Q0DJ,YG Entertainment/Interscope Records,56,2021-03-12,168085,False,False,69,1,2021-03-12,2,R,spotify:track:2pn8dNVSpYnAtlKFC8Q0DJ,0,0,0,0 days,False,1
"Katy Perry, Migos",Bon Appétit,1645813,81072203,38,38,99,1645813,2017-04-28,spotify:track:61WbtB6ujkpNAsAf5LjF4b,Capitol Records (CAP),99,2017-04-28,227821,False,False,0,11,2017-04-28,15,Witness,spotify:track:61WbtB6ujkpNAsAf5LjF4b,0,0,0,0 days,True,2
"Jack Harlow, Tory Lanez, DaBaby, Lil Wayne","Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",1149303,80475067,11,11,271,1149303,2020-12-11,spotify:track:0ZLuW8uOXdFNWcI40C0OC2,Generation Now/Atlantic,101,2020-12-11,227478,True,False,63,15,2020-12-11,15,Thats What They All Say,spotify:track:0ZLuW8uOXdFNWcI40C0OC2,0,0,0,0 days,True,4
"Bizarrap, Nicky Jam","Nicky Jam: Bzrp Music Sessions, Vol. 41",3209881,80323165,18,15,53,3209881,2021-07-01,spotify:track:03LfOYi0icz4souspZVVhq,DALE PLAY Records,53,2021-07-02,158086,True,False,59,1,2021-06-30,1,"Nicky Jam: Bzrp Music Sessions, Vol. 41",spotify:track:03LfOYi0icz4souspZVVhq,1,1,2,<1 week,True,2
